name;unique;total;ratio
Esther;5;7;0.7142857142857143
The Harrisons;5;5;1.0
Barack Obama;5;5;1.0
Laborers;5;10;0.5
Geldon;5;6;0.8333333333333334
The Three Spirits;5;5;1.0
Large Crip;5;5;1.0
Bum 3;5;5;1.0
Top Girl;5;5;1.0
Mayor McDaniels.;5;5;1.0
Shopper 10;5;5;1.0
Cartman on Right;5;5;1.0
Guard 7;5;5;1.0
Apple Man 4;5;5;1.0
Gil;5;5;1.0
A few Congressmen;5;5;1.0
Rescuer 6;5;5;1.0
Rescuer 5;5;5;1.0
Cavity Creeps;5;10;0.5
Referee 2;5;7;0.7142857142857143
Greeley Officer 2;5;5;1.0
Audience members;5;8;0.625
Park County;5;7;0.7142857142857143
Mr. Circlovich;5;8;0.625
Condit;5;16;0.3125
Other Soldiers;5;9;0.5555555555555556
Prerecorded Voice;5;5;1.0
Solders;5;5;1.0
BBC Announcer;5;5;1.0
Other NAMBLA Men;5;7;0.7142857142857143
Wrangler;5;5;1.0
Bums;5;7;0.7142857142857143
Secret Service Agent;5;5;1.0
Funbot;5;5;1.0
Other Execs;5;7;0.7142857142857143
UAA 2;5;5;1.0
BP Man 2;5;6;0.8333333333333334
Pedo 7;5;5;1.0
Laborer 3;5;6;0.8333333333333334
Hankeys;5;6;0.8333333333333334
Vendor;5;5;1.0
Redneck 15;5;5;1.0
Gnome 4;5;13;0.38461538461538464
Garrison's profile;5;5;1.0
Player 4;5;5;1.0
The kids;4;6;0.6666666666666666
Theme;4;6;0.6666666666666666
OC Member;4;4;1.0
Spectators;4;4;1.0
A Red Wing;4;7;0.5714285714285714
Shopper 8;4;4;1.0
Passer-by;4;4;1.0
Muhammad;4;4;1.0
Helen;4;4;1.0
Man 18;4;4;1.0
Quint 4;4;4;1.0
Bum 11;4;4;1.0
Romanian Protesters;4;10;0.4
Date;4;4;1.0
Matthew;4;4;1.0
Angels;4;4;1.0
Otter 3;4;4;1.0
Otter 2;4;4;1.0
Redneck 2;4;4;1.0
Cartman's voice;4;6;0.6666666666666666
Alien 1;4;4;1.0
Man 25;4;4;1.0
Man 26;4;4;1.0
Man 27;4;4;1.0
Man 22;4;4;1.0
The KKK;4;64;0.0625
Both Cartmans;4;4;1.0
Steamy Nicks;4;6;0.6666666666666666
Accordionist;4;4;1.0
AARP member 1;4;4;1.0
Alice;4;4;1.0
Mr Garrison;4;4;1.0
Man 20;4;4;1.0
Man 32;4;4;1.0
Man 31;4;4;1.0
Somali 1;4;4;1.0
The men;4;5;0.8
Reenactors;4;6;0.6666666666666666
Raisins Girls;4;6;0.6666666666666666
Exec. 4;4;4;1.0
Cartmen;4;4;1.0
The Boys (except Cartman);4;4;1.0
Louse 1;4;4;1.0
Captain Paul Watson;4;4;1.0
Frat Boy 1;4;4;1.0
Suicide 7;4;4;1.0
Resident 13;4;4;1.0
Japanese Delegate;4;4;1.0
Resident 14;4;4;1.0
Mrs. Wyland;4;4;1.0
Teen Boy 7;4;4;1.0
Jakovasaur Kid 3;4;6;0.6666666666666666
Gray Hare;4;4;1.0
Male Activist;4;4;1.0
FC Team;4;6;0.6666666666666666
Older brother;4;4;1.0
Redneck 17;4;4;1.0
Paratrooper;4;8;0.5
Siimon;4;4;1.0
Canadian 2;4;4;1.0
Death;4;9;0.4444444444444444
Reporters;4;9;0.4444444444444444
Angel 10;4;4;1.0
Scientist 4;4;4;1.0
Female fan;4;4;1.0
Rabbity Rabbit;4;4;1.0
Center Gnome;4;4;1.0
Man 19;4;4;1.0
Missy;4;8;0.5
A Bishop;4;4;1.0
Redneck 29;4;4;1.0
Redneck 24;4;4;1.0
Redneck 25;4;4;1.0
Redneck 26;4;4;1.0
Ticket 2974 Holder;4;8;0.5
Brunet Member;4;4;1.0
Cowboy 1;4;4;1.0
Townsman 8;4;4;1.0
Skynard Man;4;8;0.5
Woman Supporter 2;4;4;1.0
Angel 7;4;4;1.0
Lil Kim;4;4;1.0
Moviegoer;4;4;1.0
Gary Coleman;4;4;1.0
Dick Dastardly;4;4;1.0
DC Crewmen;4;4;1.0
Otter Soldier;4;4;1.0
Man 30;4;4;1.0
Male voice;4;8;0.5
Cheerleader 2;4;4;1.0
Officers;4;8;0.5
Iron Maiden;4;7;0.5714285714285714
PS4 Army;4;4;1.0
Priests;4;10;0.4
Lesbian 5;4;4;1.0
Viewer 2;4;4;1.0
Zombie;4;5;0.8
Greeley Team;4;4;1.0
Man 29;4;4;1.0
Looter 3;4;4;1.0
Hazmat man;4;4;1.0
A pilot;4;4;1.0
AARP lookout;4;4;1.0
The Other Boys;4;4;1.0
A ring tone;4;12;0.3333333333333333
Cheney;4;4;1.0
Girl with Blue Vest;4;4;1.0
Some people;4;4;1.0
The TV;4;4;1.0
Crowd members;4;4;1.0
Millionaire Protesters;4;13;0.3076923076923077
The Kids;4;5;0.8
Roulette Dealer;4;4;1.0
Prop. 10 Supporter;4;5;0.8
Marvin Marsh;4;16;0.25
Henchman;4;4;1.0
Chinese kid;4;8;0.5
Canadian;4;4;1.0
A Fangirl;4;4;1.0
Staff;4;4;1.0
Instructors;4;4;1.0
Dale;4;4;1.0
Rider 2;4;4;1.0
Townsman 13;4;4;1.0
Mr. Hat Actor (!);4;4;1.0
Hooker;4;4;1.0
Jimmy Buffet;4;5;0.8
Elderly Voice;4;4;1.0
Boy with Red Scarf;4;4;1.0
Many Men;4;4;1.0
Dawkins;4;5;0.8
Kanye West;4;4;1.0
Man 28;4;4;1.0
Man 24;4;4;1.0
Man 21;4;4;1.0
Man 23;4;4;1.0
Wyoming Coach;4;4;1.0
Resident 7;4;4;1.0
Tom Shane;4;4;1.0
Cows;4;5;0.8
TiVo;4;4;1.0
Guest 3;4;4;1.0
Man in Barrel;4;4;1.0
Uncle Corey;4;4;1.0
Looter 1;4;4;1.0
Shopper 12;4;5;0.8
Terrorist #1;4;8;0.5
Students;4;6;0.6666666666666666
DP Executives;4;7;0.5714285714285714
Female Activist;4;4;1.0
Assistant 1;4;4;1.0
Guy with Long Hair;3;3;1.0
Redneck 3;3;3;1.0
Ostrich-baby;3;6;0.5
Colleague;3;3;1.0
Ninja 1;3;3;1.0
Jordan;3;3;1.0
Flight Attendant 2;3;5;0.6
Spontaneous Bootay;3;3;1.0
Photographer 1;3;3;1.0
Bum 17;3;3;1.0
Bum 16;3;4;0.75
Sparky;3;5;0.6
Other man;3;3;1.0
Japanese Sailor;3;3;1.0
Kyle.;3;3;1.0
Bodyguard;3;3;1.0
Apple Man 2;3;3;1.0
Stacy;3;3;1.0
Jakovasaur Kid 5;3;5;0.6
SWAT Officer 5;3;3;1.0
A fan;3;4;0.75
PeTA Man;3;6;0.5
Somebody;3;3;1.0
The Men;3;3;1.0
Researcher 3;3;3;1.0
Persian;3;3;1.0
Man 2 in Crowd;3;3;1.0
Lenora;3;3;1.0
AARP member 3;3;6;0.5
Adams County;3;25;0.12
Red Wings Coach;3;3;1.0
Elderly Man 10;3;3;1.0
Another addict;3;3;1.0
Token's Father;3;3;1.0
Ben Roethlisberger;3;3;1.0
Greeley Man;3;3;1.0
Redneck 12;3;3;1.0
Anchor 2;3;3;1.0
Evan Stone;3;3;1.0
Old Woman 2;3;3;1.0
Louse 6;3;4;0.75
Ninja 2;3;3;1.0
The class;3;3;1.0
German 2;3;3;1.0
The Avs;3;3;1.0
Mr. Williams;3;4;0.75
Pirate;3;3;1.0
Jakovasaur Kid 1;3;3;1.0
Ginger Girl;3;18;0.16666666666666666
Blood 6;3;3;1.0
Domino;3;3;1.0
Other priests;3;4;0.75
Border Officer 5;3;3;1.0
Roostor;3;3;1.0
Eager Man;3;3;1.0
Jessica's Mom;3;3;1.0
DC Crew;3;3;1.0
Chinese Officer;3;4;0.75
Fireman 3;3;3;1.0
Jakovasaurs;3;10;0.3
Grizzled Man;3;3;1.0
Man On Crutches;3;3;1.0
An Agent;3;3;1.0
Paparazzo 3;3;3;1.0
With Demons;3;3;1.0
Redneck 27;3;3;1.0
Redneck 21;3;3;1.0
Protester 7;3;3;1.0
Mormon 5;3;3;1.0
Mover;3;3;1.0
Angel 1;3;3;1.0
Angel 2;3;3;1.0
A Council Member;3;3;1.0
Supporter;3;3;1.0
Loa Tse;3;3;1.0
Fan wearing #74;3;4;0.75
Blonde Judge;3;3;1.0
American;3;3;1.0
A Sign-Holder;3;3;1.0
Damned Soul;3;6;0.5
Girl with Brown Coat;3;3;1.0
Stanley;3;3;1.0
DP Executive 4;3;3;1.0
Kid 5;3;3;1.0
Lesbian 9;3;3;1.0
Officer Bob;3;3;1.0
Hildog Fan;3;3;1.0
A Guard;3;3;1.0
Ike Supporter;3;3;1.0
Jakovasaur Kid 2;3;3;1.0
Looter 4;3;3;1.0
A Member;3;3;1.0
Refugees;3;3;1.0
Brown Hare;3;3;1.0
Another kindergartner;3;3;1.0
Janitor 2;3;3;1.0
American Male 3;3;3;1.0
Mongolian;3;3;1.0
Scuzzlebutt;3;4;0.75
Japanese Man 4;3;3;1.0
Programmer 4;3;3;1.0
Random Voices;3;4;0.75
Three Tortured Souls;3;6;0.5
BP Man 4;3;4;0.75
Native paddler in vest;3;3;1.0
Shopper 11;3;3;1.0
A Page;3;3;1.0
Nick Jonas;3;3;1.0
Guard 5;3;3;1.0
Man With Picket Sign;3;3;1.0
Coworker;3;3;1.0
Louse 3;3;3;1.0
A director;3;3;1.0
Everyone Else;3;8;0.375
All Three;3;3;1.0
Fan wearing #82;3;3;1.0
Ethiopians;3;4;0.75
Spectator;3;3;1.0
The Office;3;3;1.0
Obese woman;3;3;1.0
Kyle's Team;3;3;1.0
Ethiopian Woman;3;3;1.0
Some Townsfolk;3;3;1.0
Xenu;3;14;0.21428571428571427
Drummer;3;3;1.0
Scout Leader;3;3;1.0
An Older Girl;3;3;1.0
Man in audience;3;3;1.0
Redneck 23;3;3;1.0
Patron 5;3;3;1.0
Reenactor;3;4;0.75
Bum 1;3;3;1.0
Bum 2;3;3;1.0
Photographer 4;3;3;1.0
Reporter 6;3;3;1.0
Manuel;3;4;0.75
Zombie Mortician;3;3;1.0
Fan;3;3;1.0
Brad;3;3;1.0
David Duchovny;3;3;1.0
Right Creature;3;3;1.0
Elderly woman;3;3;1.0
Pedo 6;3;3;1.0
Stage hand;3;3;1.0
Lesbian 8;3;3;1.0
Bishop 2;3;3;1.0
Club Members;2;2;1.0
Iraqi Man 2;2;2;1.0
Iraqi Man 1;2;2;1.0
His Dad;2;2;1.0
Guy in Audience;2;2;1.0
Players;2;2;1.0
Guy in Leather Jacket;2;2;1.0
Brazil;2;2;1.0
Schroeder;2;2;1.0
Bum 12;2;2;1.0
Winner;2;2;1.0
South Korea;2;2;1.0
Other fans;2;4;0.5
Replacement Friend;2;2;1.0
Really Shocked Man;2;2;1.0
Crip 1;2;2;1.0
Joanie;2;2;1.0
Bea Arthur;2;2;1.0
Confederates;2;2;1.0
Stout Man;2;2;1.0
Anne;2;2;1.0
Other Vampires;2;2;1.0
Angelina Jolie;2;3;0.6666666666666666
Obese Man;2;4;0.5
The Crew;2;2;1.0
Lesbian 11;2;2;1.0
Man in Crowd;2;3;0.6666666666666666
Cheetara;2;2;1.0
Joanie Cunningham;2;2;1.0
A crewman;2;2;1.0
Sea Otters;2;2;1.0
Bar Patron;2;2;1.0
Blue Team;2;3;0.6666666666666666
Other Cardinals;2;2;1.0
Broncos;2;2;1.0
Monitor Man;2;2;1.0
Fangirls;2;3;0.6666666666666666
Customers;2;2;1.0
A Protester;2;2;1.0
Whistle;2;4;0.5
Another kid;2;2;1.0
Monkey;2;2;1.0
Paul Shaffer;2;2;1.0
Gail;2;4;0.5
Gene Siskel;2;2;1.0
Mr. Leon;2;2;1.0
Tow Truck Driver;2;2;1.0
Two Girls;2;2;1.0
Randy Marsh;2;2;1.0
Carlos;2;3;0.6666666666666666
Jakovasaur Kid 4;2;3;0.6666666666666666
FC Batter 1;2;2;1.0
Black Bailiff;2;2;1.0
Pueblo Team;2;4;0.5
Mr. Hammerhead;2;2;1.0
Oragne cat;2;2;1.0
Punk;2;2;1.0
Otters;2;6;0.3333333333333333
Butt Out! Man 3;2;4;0.5
Crew;2;4;0.5
Crab People;2;6;0.3333333333333333
Old Folks;2;2;1.0
Skier;2;2;1.0
Protestor #4;2;2;1.0
Soldier 7;2;2;1.0
Performer;2;3;0.6666666666666666
Reveler;2;2;1.0
Kids in Class;2;2;1.0
A boy;2;2;1.0
Mrs. Applegate;2;2;1.0
Female Sailor;2;4;0.5
Paparazzo 5;2;2;1.0
Monk;2;2;1.0
Other students;2;2;1.0
Backup Singers;2;2;1.0
Guy in flat top;2;2;1.0
Millionaires;2;2;1.0
Bar Patrons;2;2;1.0
Hemorrhoid;2;2;1.0
Police Officer 1;2;2;1.0
Player 2;2;2;1.0
Center 1;2;10;0.2
Phlllip;2;2;1.0
Another Man;2;2;1.0
Brunette 2;2;2;1.0
Townswoman 2;2;2;1.0
Townswoman 1;2;2;1.0
The Queer Eye Guys;2;6;0.3333333333333333
Connor;2;2;1.0
A Politician;2;2;1.0
Other Sixth Graders;2;2;1.0
Hare 1;2;2;1.0
Hare 2;2;2;1.0
Hare 4;2;2;1.0
Benjamin;2;2;1.0
Photographer 3;2;2;1.0
Cheerleader 1;2;6;0.3333333333333333
Employee 2;2;2;1.0
Two SWAT men;2;2;1.0
Christina Aguilera monster;2;3;0.6666666666666666
Douglas;2;2;1.0
FDA Agent 1;2;2;1.0
Jakovasaur Girl;2;4;0.5
Optometrist;2;2;1.0
More Voices;2;4;0.5
White Hare;2;2;1.0
Ben Affleck;2;2;1.0
Blond Boy;2;2;1.0
Tad's friends;2;3;0.6666666666666666
Deputy 2;2;2;1.0
People in Audience;2;2;1.0
Programmer 1;2;2;1.0
Operative;2;2;1.0
Hasselback;2;2;1.0
A Dentist;2;2;1.0
Megan;2;2;1.0
Ugly Girl;2;2;1.0
Director 9;2;2;1.0
Dentists;2;2;1.0
Vamps;2;2;1.0
Some audience members;2;3;0.6666666666666666
Co-Worker;2;2;1.0
the Boys;2;2;1.0
Elderly Man 5;2;2;1.0
Peg-leg;2;3;0.6666666666666666
Another boy;2;2;1.0
Townsman 14;2;2;1.0
Townsman 10;2;2;1.0
Man in background;2;4;0.5
Patron 10;2;2;1.0
Leader Turkey;2;10;0.2
AARP Members;2;2;1.0
Black Man 3;2;2;1.0
Some adults;2;2;1.0
A Nun;2;2;1.0
New Yorker 2;2;2;1.0
Man with Afro;2;2;1.0
Male Voice;2;2;1.0
Townsman 11;2;2;1.0
Expert 8;2;2;1.0
Expert 5;2;2;1.0
Towelie Clone;2;6;0.3333333333333333
Pirate Ghosts;2;3;0.6666666666666666
Desk Officer;2;2;1.0
Guest 1;2;2;1.0
Inductee 1;2;2;1.0
Inductee 2;2;2;1.0
Both Parents;2;2;1.0
Two Guys;2;2;1.0
Doctor's assistant;2;2;1.0
Fred Savage;2;2;1.0
Man In Wheelchair;2;2;1.0
Supporter 4;2;2;1.0
Agents;2;2;1.0
Ms.McCormick;2;3;0.6666666666666666
Alanis Morissette;2;5;0.4
Patron 4;2;2;1.0
Lice;2;2;1.0
The Team;2;8;0.25
Pedo 4;2;2;1.0
friends;2;2;1.0
The three men;2;2;1.0
Barky;1;2;0.5
Other campers;1;2;0.5
Collins;1;1;1.0
An Elderly Man;1;1;1.0
Kelly Menskin;1;1;1.0
Dominique;1;1;1.0
UAA Member 2;1;1;1.0
Classmates;1;1;1.0
Other Goths;1;3;0.3333333333333333
Frat Boys;1;1;1.0
All the kids;1;1;1.0
Motorcycle Driver;1;1;1.0
Suicide 5;1;1;1.0
Suicide 4;1;1;1.0
Suicide 6;1;1;1.0
Suicide 3;1;1;1.0
Suicide 2;1;1;1.0
Some KKK members;1;1;1.0
Older sister;1;1;1.0
Bum 18;1;1;1.0
Bum 10;1;1;1.0
Bum 15;1;1;1.0
Denver Fans;1;1;1.0
Woman 8;1;1;1.0
Member 4;1;1;1.0
The Guys;1;1;1.0
Student 3;1;1;1.0
A Terrorist;1;2;0.5
Reenactor 4;1;1;1.0
Reenactor 2;1;1;1.0
Reenactor 3;1;1;1.0
Reenactor 1;1;1;1.0
Kyles;1;1;1.0
Some Kids;1;1;1.0
Crowd Members;1;1;1.0
Damanta Unit 5;1;1;1.0
Reveler 1;1;1;1.0
Reveler 3;1;1;1.0
Reveler 4;1;1;1.0
Reveler 5;1;1;1.0
Another fan;1;1;1.0
A cat;1;9;0.1111111111111111
Profile 3;1;1;1.0
The Nerds;1;1;1.0
Inductee;1;1;1.0
Pilgrim Girl;1;1;1.0
The three adults;1;1;1.0
Stormtrooper;1;2;0.5
New kid;1;1;1.0
Poodle;1;4;0.25
All Gingers;1;1;1.0
The Ladies;1;1;1.0
Denver Team;1;1;1.0
AARP member 2;1;3;0.3333333333333333
Zizi;1;1;1.0
A Few People;1;1;1.0
Alien 3;1;1;1.0
Donald Trump;1;1;1.0
Both sides;1;1;1.0
McCormick Parents;1;1;1.0
Both men;1;1;1.0
Enrique;1;1;1.0
The other men;1;1;1.0
Sixth Grader 8;1;1;1.0
Principle Victoria;1;1;1.0
Kevin Jonas;1;2;0.5
Townsperson 3;1;1;1.0
One of the Cubs;1;1;1.0
TAPS;1;1;1.0
Rex;1;8;0.125
A few others;1;1;1.0
The Kardashians;1;1;1.0
Inmates;1;2;0.5
Black boy;1;1;1.0
Family;1;1;1.0
Pirate Voice;1;1;1.0
Man in crowd;1;1;1.0
Male Sailor 1;1;1;1.0
Male Sailor 2;1;1;1.0
Secure group;1;2;0.5
Blonde Boy;1;1;1.0
Nancy Kerrigan;1;3;0.3333333333333333
Yo Gabba Gabba;1;1;1.0
Frat Boy 2;1;1;1.0
The rest of the boys;1;2;0.5
HC Driver 2;1;1;1.0
HC Driver 4;1;1;1.0
Teen Boy 4;1;1;1.0
The others;1;1;1.0
The Other Kids;1;1;1.0
HC Driver 1;1;1;1.0
Motorcyclist;1;1;1.0
Boy Sledders;1;2;0.5
Character;1;17;0.058823529411764705
Redneck 18;1;1;1.0
Redneck 16;1;1;1.0
Purry;1;2;0.5
FBI Agents;1;1;1.0
Older Girl;1;1;1.0
Executives;1;1;1.0
Crowd Member;1;1;1.0
Japanese Pilot;1;1;1.0
Sniper;1;1;1.0
Kelly Rutherfordmenskin;1;1;1.0
3;1;1;1.0
New Yorker 1;1;1;1.0
Canadian 3;1;1;1.0
Someone in the crowd;1;1;1.0
Kyle's Side;1;2;0.5
Assembly;1;1;1.0
Bear cub;1;1;1.0
UAL Member 1;1;1;1.0
Guy 1;1;1;1.0
Guy 2;1;1;1.0
The Women;1;1;1.0
Protester 6;1;1;1.0
Protester 5;1;1;1.0
the Taliban Soldiers;1;1;1.0
Biker 9;1;1;1.0
Melvin 4;1;1;1.0
Joseph;1;1;1.0
Filmore*;1;1;1.0
Male Member;1;1;1.0
Mr. Kitty;1;10;0.1
The Nuggets;1;1;1.0
Fifth Graders;1;1;1.0
Kids around Kenny;1;1;1.0
Redneck 30;1;1;1.0
Secure Group;1;1;1.0
All Celebrities;1;1;1.0
Pirate Ghost cutout;1;1;1.0
Profile 4;1;1;1.0
Sylvester;1;1;1.0
Sledders;1;1;1.0
Other girls;1;1;1.0
Teens;1;1;1.0
Ishmael;1;1;1.0
Union Reenactors;1;1;1.0
Spectator 3;1;1;1.0
The Others;1;1;1.0
Female voice;1;1;1.0
Terrorists;1;2;0.5
A few people;1;1;1.0
The Streible Girls;1;4;0.25
An Aged Voice;1;1;1.0
New Kid;1;1;1.0
Bros;1;1;1.0
Some Folks;1;1;1.0
Judge 3;1;1;1.0
Numa Numa Guy;1;1;1.0
Sixth Graders 2;1;1;1.0
Yanogapa 1;1;1;1.0
Musician 3;1;1;1.0
Mrs. Streible;1;2;0.5
Muslim;1;1;1.0
Some People;1;1;1.0
Various Folk;1;1;1.0
Premise Running Thin;1;2;0.5
Chip;1;1;1.0
Mr. Torres;1;1;1.0
Persians;1;1;1.0
The other four;1;1;1.0
Filmore's Supporters;1;4;0.25
Demon;1;1;1.0
Robot Guard;1;1;1.0
Zipliner;1;1;1.0
Confederate Reenactors;1;1;1.0
Other acts;1;2;0.5
Man in Back;1;1;1.0
OC;1;1;1.0
Other Seniors;1;3;0.3333333333333333
Friend;1;1;1.0
Other psychics;1;1;1.0
Guests in line;1;1;1.0
Both parents;1;1;1.0
Both Kyles;1;1;1.0
New Yorkers;1;1;1.0
Bum 8;1;1;1.0
Confederate 1;1;1;1.0
Bum 4;1;1;1.0
Cartman's Side;1;2;0.5
Commissioner;1;1;1.0
Principa Victoria;1;1;1.0
Ruby Tucker;1;2;0.5
Visitor Driver;1;2;0.5
Mr. Glughgogawk;1;1;1.0
Floating Man;1;1;1.0
The Family;1;6;0.16666666666666666
Man in foreground;1;1;1.0
Other Students;1;1;1.0
Gerry's Daughters;1;1;1.0
Yanogapa;1;3;0.3333333333333333
Pirate Ghost 2;1;1;1.0
SWAT rescuer Hansen;1;1;1.0
The South Park boys;1;1;1.0
Townsman 17;1;1;1.0
Townsman 12;1;1;1.0
Molly;1;1;1.0
The Brandos;1;1;1.0
Most Senators;1;1;1.0
All three men;1;1;1.0
Blonde 3;1;1;1.0
Denver citizens;1;1;1.0
Left Creature;1;1;1.0
Robot Monkey;1;1;1.0
Blond agent;1;1;1.0
Other Girls;1;1;1.0
Sound Man;1;1;1.0
Two Elders;1;8;0.125
Goths;1;1;1.0
Lincoln;1;1;1.0
Av 2;1;1;1.0
Ladies;1;1;1.0
Michael Richards;1;1;1.0
HC drivers;1;3;0.3333333333333333
Gay Lion;1;1;1.0
Some boys;1;1;1.0
Mormon 3;1;1;1.0
Ringtone;1;8;0.125
Owners;1;1;1.0
Other People;1;1;1.0
Techs;1;1;1.0
Two Small Voices;1;1;1.0
Patron 7;1;1;1.0
Other Townsfolk;1;1;1.0
Osama;1;1;1.0
Bum 5;1;1;1.0
Bum 6;1;1;1.0
Beat-up Boy;1;1;1.0
Farmers;1;1;1.0
Some Guy;1;1;1.0
Guest 4;1;1;1.0
South Park Men;1;2;0.5
Yanogapa 2;1;1;1.0
Bear;1;1;1.0
Huddle;1;1;1.0
Cheesy Poof Cartman;1;1;1.0
Neighbors;1;2;0.5
Two kids;1;1;1.0
Elderlay man;1;2;0.5
Other Vamps;1;1;1.0
Victoria;1;1;1.0
Sheep;1;2;0.5
Michael Douglas;1;1;1.0
Mrs Cartman;1;1;1.0
Kids around Timmy;1;1;1.0
Kid Magician;1;1;1.0
SP Adults;1;1;1.0
Recruits;1;1;1.0
The Gintses;1;1;1.0
wife;1;1;1.0
Greeley Batter;1;1;1.0
Kelly Pinkertonstinfurter;1;1;1.0
The Other Members;1;1;1.0
Purple Hare;1;1;1.0
Pedo 5;1;1;1.0
Bishop 1;1;1;1.0
Congressman;1;1;1.0
